ACID,D2D,PD,EAD,LGD,K,RWA,Risk Wt,Res Exp,Provision
004833255_092751000271_2017-06-30,0.0,0.9897,1053516.0,0.7153,0.0072,95272.0,9.04,98.0,10.0
103437206_024054023786_2017-06-30,0.0,0.9992,72000.0,1.0,0.0008,762.0,1.06,59.0,6.0
110945609_068113031714_2017-09-30,0.0,0.9991,329000.0,0.5164,0.0005,2003.0,0.61,5.0,0.0
115353784_068854031078_2016-06-30,0.5,0.7613,1061016.0,0.7027,0.1321,1752437.0,165.17,1.0,0.0
114097733_145251031082_2018-03-31,0.0,0.9985,1043516.0,0.95,0.0014,18775.0,1.8,59.0,6.0
002948382_098460001274_2018-03-31,0.2,0.9148,1671626.0,0.8326,0.0648,1353838.0,80.99,0.0,0.0
011552787_068213001206_2016-03-31,1.5,0.4664,1053516.0,0.6507,0.1851,2437217.0,231.34,83.0,8.0
107605799_068254031221_2017-09-30,0.1,0.9368,1673626.0,0.7043,0.0415,867507.0,51.83,82.0,8.0
107996800_079213024437_2015-12-31,2.6,0.2585,68600.0,0.5073,0.1216,104281.0,152.01,24.0,2.0
004833258_092751000272_2015-09-30,6.8,0.017,26250.0,0.8894,0.0606,19880.0,75.73,1.0,0.0
011552851_068254001261_2018-03-31,4.7,0.0736,3043516.0,0.0,0.0,0.0,0.0,1.0,0.0
002682255_086351000218_2018-06-30,0.0,0.9997,30000.0,1.0,0.0003,105.0,0.35,60.0,6.0
101978310_137854031001_2015-12-31,0.0,0.9992,400000.0,0.2509,0.0002,1032.0,0.26,16.0,2.0
100086817_092751023751_2015-12-31,0.0,0.9945,650000.0,1.0,0.0054,44038.0,6.78,3.0,0.0
106904251_182513031016_2016-03-31,0.0,0.9802,1729626.0,0.4926,0.0095,205280.0,11.87,2.0,0.0
107532635_182513031015_2017-12-31,0.0,0.9958,50000.0,0.6175,0.0026,1613.0,3.23,32.0,3.0
101784659_068154031067_2016-09-30,0.0,0.9987,119040.0,0.1815,0.0002,357.0,0.3,49.0,5.0
102292011_121451023852_2016-09-30,0.0,0.9994,39950.0,0.99,0.0006,285.0,0.71,40.0,4.0
011553385_068213001222_2015-12-31,0.0,0.9812,605000.0,0.9779,0.0179,135197.0,22.35,1.0,0.0
