GL,Age,CAD,Area,CADU,Caste,Scheme,UsedRv,Balance,Product,TotOsNF,Activity,AdhocAmt,District,InttRate,InttType,Religion,TotalAdv,AppGovGur,CURQTRINT,GLProduct,PRVQTRINT,RvPrimary,SubSector,Unsecured,Occupation,TotLimitNF,CoverGovGur,DepValPlant,FORMATGROUP,ACCTotalProv,BaselCatMark,CURRENTLIMIT,Constitution,CurQtrCredit,DRAWINGPOWER,FACILITYTYPE,PREQTRCREDIT,ProcessingDt,UnAdjSubSidy,UnappliedInt,ProvUnsecured,TotalWriteOff,AppropriatedRv,CUSTOMERSTATUS,OrgCostOfEquip,TotLimitFunded,Cust_AssetClass,LimitSanctioned,PriCashSecurity,CollCashSecurity,FACILITIESSTATUS,CollNonCRMSecurity,NextOneYrFacStatus,OrgCostOfPlantMech
CC-AGRICULTURE ACTIVITIES,38,0,RURAL,0,DATA / VALUE NOT PROVIDED,KISAN CREDIT CARD,130643,130643,283,0,SUGARCANE,0,SOLAPUR,10,0,DATA / VALUE NOT PROVIDED,130643,0,27716,194,57852,500000,AGRICULTURE - SHORT TERM,0,DATA / VALUE NOT PROVIDED,0,0,0,B,327,0,100000,INDIVIDUAL- MALE,1507,100000,CC,232877,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,0,0,500000,STD,0,100000,1,100000,0,0,STD,0,0,0
CC-AGRICULTURE ACTIVITIES,47,0,RURAL,0,OBC,KISAN CREDIT CARD,0,59871.15,283,0,COTTON,0,GANDHINAGAR,7,0,HINDU,59871.15,0,11427,194,29674,37674386.13940598,AGRICULTURE - SHORT TERM,59871,FARMER,0,0,0,B,150,0,60000,INDIVIDUAL- MALE,135357,60000,CC,86000,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,150,0,0,STD,0,60000,1,50000,254566.47300702962,8444.205467885426,STD,2035593.8648014432,0,0
TL - TO SSI,47.3604653021062,0,METROPOLITAN,0,GENERAL,PMMY,378380,378380,1078,0,ALLIED PRINTING ACTIVITIES,2741.8165798845084,PUNE,10.25,0,OTHERS,378380,0,0,733,0,2052570,SERVICES - MICRO ENTERPRISES,0,OTHER SERVICE PROVIDER,0,0,0,C,946,0,400000,PROPRIETORSHIP,0,400000,TL,0,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,0,0,2052565,STD,100,600000,1,400000,0,0,STD,0,0,100000
CC-AGRICULTURE ACTIVITIES,42,0,SEMI-URBAN,0,DATA / VALUE NOT PROVIDED,KISAN CREDIT CARD,791402.1273820571,7546.6,283,0,COTTON,0,NANDED,7,0,DATA / VALUE NOT PROVIDED,7546.6,20682.671414320288,0,194,0,700000,AGRICULTURE - SHORT TERM,0,DATA / VALUE NOT PROVIDED,0,0,0,B,19,0,75000,INDIVIDUAL- MALE,0,52000,CC,0,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,0,0,14232702.453512255,STD,0,75000,1,75000,0,0,STD,0,1,0
DL - TO AGRICULTURE,53,0,RURAL,0,DATA / VALUE NOT PROVIDED,DATA / VALUE NOT PROVIDED,57354,57354,426,0,SUGARCANE,2741.8165798845084,SOLAPUR,9.75,10,DATA / VALUE NOT PROVIDED,57354,0,0,471,0,61964,AGRICULTURE - SHORT TERM,0,DATA / VALUE NOT PROVIDED,0,0,0,C,143,0,40000,INDIVIDUAL- FEMALE,0,40000,DL,0,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,0,0,61964,STD,0,40000,1,40000,61964,0,STD,0,0,0
CC-AGRICULTURE ACTIVITIES,38,0,RURAL,0,GENERAL,KISAN CREDIT CARD,155293,155293,283,0,COTTON,0,GANDHINAGAR,7,0,OTHERS,155293,0,5293,194,0,150000,AGRICULTURE - SHORT TERM,0,DATA / VALUE NOT PROVIDED,0,0,0,B,388,0,150000,INDIVIDUAL- MALE,0,150000,CC,0,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,-1,0,0,603000,STD,0,150000,1,150000,0,0,STD,453000,0,0
OD-RETAIL,41,0,SEMI-URBAN,0,CASTE NOT DECLARED,LOAN AGAINST BANK DEPOSITS,89104,89103.5,576,0,LOANS AGAINST BANK'S OWN DEPOSITS,0,KOLHAPUR,8,10,HINDU,89103.5,0,463,241,1143,111588,OTHER NON PRIORITY SECTOR,0,FARMER,0,0,0,B,356,0,90000,INDIVIDUAL- MALE,50000,90000,OD,100650,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,0,0,111588,STD,0,90000,1,90000,111588,0,STD,0,0,0
DL - TO RETAIL SECTOR,50,0,METROPOLITAN,0,SC,LOAN AGAINST BANK DEPOSITS,10207,10207,851,0,LOAN FOR OTHER FARM CROPS,2741.8165798845084,SURAT,10.75,10,HINDU,437298.5,0,0,504,0,1000000,AGRICULTURE - SHORT TERM,0,DATA / VALUE NOT PROVIDED,0,0,0,C,26,0,170000,INDIVIDUAL- MALE,0,0,DL,0,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,0,0,23341,STD,0,500000,1,170000,254566.47300702962,8444.205467885426,STD,2035593.8648014432,0,0
TL - TO AGRICULTURE,69,64468,RURAL,40735.28,SC,ANY OTHER,64468,64468,731,0,LAYING OF PIPELINES,2741.8165798845084,SOLAPUR,10.5,0,OTHERS,604262.72,0,0,309,0,850000,AGRICULTURE - LONG TERM,0,DATA / VALUE NOT PROVIDED,0,0,0,C,161,0,80000,INDIVIDUAL- MALE,0,80000,TL,0,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,0,0,90685,STD,0,675000,1,80000,0,0,STD,0,0,0
CC-AGRICULTURE ACTIVITIES,59,0,RURAL,0,GENERAL,KISAN CREDIT CARD,291150,291149.77,283,0,COTTON,0,GANDHINAGAR,11,0,HINDU,291149.77,0,39570,194,79991,700000,AGRICULTURE - SHORT TERM,0,OTHERS,0,0,0,B,728,0,500000,INDIVIDUAL- MALE,1041018,500000,CC,1393366,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,0,0,700000,STD,0,500000,1,500000,0,0,STD,0,0,0
CC-AGRICULTURE ACTIVITIES,28,0,RURAL,0,CASTE NOT DECLARED,KISAN CREDIT CARD,85316,85316,283,0,SUGARCANE,0,SOLAPUR,12,0,OTHERS,85316,0,15147,194,12044,150000,AGRICULTURE - SHORT TERM,0,DATA / VALUE NOT PROVIDED,0,0,0,B,213,0,70000,INDIVIDUAL- MALE,1195,70000,CC,131710,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,0,0,150000,STD,0,70000,1,63000,0,0,STD,0,0,0
CC-AGRICULTURE ACTIVITIES,47,0,RURAL,0,DATA / VALUE NOT PROVIDED,KISAN CREDIT CARD,279762,279762.04,283,0,GROUNDNUT,0,PORBANDAR,7,0,HINDU,279762.04,0,34881,194,64917,550000,AGRICULTURE - SHORT TERM,0,OTHERS,0,0,0,B,699,0,280000,INDIVIDUAL- FEMALE,559000,280000,CC,951287,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,-1,0,0,8910000,STD,0,280000,1,280000,0,0,STD,8360000,0,0
CC-RETAIL,47.3604653021062,0,RURAL,0,CASTE NOT DECLARED,TRADE FINANCE SCHEME,503669,503668.95,779,0,TRADING/ DISTRI. OF FERTILIZERS,0,SOLAPUR,11.55,0,HINDU,503668.95,0,16412,191,323030,1137980,SERVICES - MICRO ENTERPRISES,0,DATA / VALUE NOT PROVIDED,0,0,0,B,1259,0,900000,PROPRIETORSHIP,2324800,900000,CC,21882918,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,0,0,1137980,STD,2400000,900000,1,900000,0,0,STD,0,0,0
CC-AGRICULTURE ACTIVITIES,47.3604653021062,0,RURAL,0,DATA / VALUE NOT PROVIDED,DATA / VALUE NOT PROVIDED,0,18018,206,0,GROWING OF CEREALS,0,GANDHINAGAR,10,0,DATA / VALUE NOT PROVIDED,18018,0,7211,198,8239,37674386.13940598,AGRICULTURE - LONG TERM,18018,DATA / VALUE NOT PROVIDED,0,0,0,B,45,0,100000,SHG WOMEN-DIRECT,319415,100000,CC,236375,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,45,0,0,STD,0,100000,1,100000,254566.47300702962,8444.205467885426,STD,2035593.8648014432,0,0
TL - - RETAIL SCHEMES,22,0,RURAL,0,DATA / VALUE NOT PROVIDED,VIDYA LAXMI,0,194939.8,856,0,EDU LOAN FOR AGRICULTURE,2741.8165798845084,SOLAPUR,11.55,0,DATA / VALUE NOT PROVIDED,194939.8,0,0,393,0,37674386.13940598,EDUCATION,194940,DATA / VALUE NOT PROVIDED,0,0,1356312.980403346,C,780,0,228000,INDIVIDUAL- MALE,0,228000,TL,0,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,780,0,0,STD,838744.0164565431,228000,1,228000,254566.47300702962,8444.205467885426,STD,2035593.8648014432,0,17757944.526874457
CC-AGRICULTURE ACTIVITIES,64,0,RURAL,0,OBC,KISAN CREDIT CARD,255895,255895,283,0,PADDY,0,KHEDA,7,0,MUSLIM,275895.02,0,36017,194,46249,1381090,AGRICULTURE - SHORT TERM,0,FARMER,0,0,0,B,640,0,300000,INDIVIDUAL- MALE,574161,260000,CC,707546,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,0,0,13570462,STD,0,340000,1,286000,0,0,STD,13250000,0,0
TL - - RETAIL SCHEMES,50,8647,URBAN,33172,DATA / VALUE NOT PROVIDED,DENA NIVAS,180100,180100,183,0,CONSTRUCTION OF HOUSE,2741.8165798845084,KOLHAPUR,10.95,0,HINDU,180100,0,0,387,0,300000,HOUSING - PS,0,OTHERS,0,0,0,C,180100,1,200000,INDIVIDUAL- MALE,0,200000,TL,0,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,0,0,300000,DB3,0,200000,5,200000,0,0,DB3,0,1,0
OD STAFF,29,0,RURAL,0,GENERAL,STAFF CONSUMER LOAN,30109,30109.03,741,0,STAFF- OTHER PERSONAL LOANS,0,GANDHINAGAR,9,0,HINDU,330086.03,0,1319,247,1705,538000,OTHER NON PRIORITY SECTOR,0,DATA / VALUE NOT PROVIDED,0,0,0,B,120,0,125000,INDIVIDUAL- MALE,83299,125000,OD,132961,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,0,0,49074,STD,0,425000,1,125000,254566.47300702962,8444.205467885426,STD,2035593.8648014432,0,0
CC-AGRICULTURE ACTIVITIES,65,0,RURAL,0,GENERAL,KISAN CREDIT CARD,163525,163525,198,0,SUGARCANE,0,KOLHAPUR,7,0,HINDU,163525,0,12410,206,0,400000,AGRICULTURE - SHORT TERM,0,DAILY WAGES & SELF EARNER,0,0,0,B,409,0,222000,INDIVIDUAL- MALE,166885,166000,CC,0,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,0,0,400000,STD,0,222000,1,222000,0,0,STD,0,0,0
TL - TO AGRICULTURE,57,0,SEMI-URBAN,0,CASTE NOT DECLARED,DENA VEHICLE LOAN,28084,28083.5,481,0,VEHICLE FOR TRANSPORTATION OF AGRL. PRODUCE / FARM TRANSPORT VEHICLE,2741.8165798845084,PATAN,9.95,0,HINDU,66557.53,0,0,312,0,37674386.13940598,AGRICULTURE - LONG TERM,0,OTHERS,0,0,0,C,70,0,39000,INDIVIDUAL- MALE,0,39000,TL,0,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,-1,0,0,42194,STD,0,79000,1,39000,254566.47300702962,8444.205467885426,STD,2035593.8648014432,0,0
CC-AGRICULTURE ACTIVITIES,54,0,URBAN,0,CASTE NOT DECLARED,KISAN CREDIT CARD,226153,226153.4,198,0,SUGARCANE,0,KOLHAPUR,7,0,HINDU,243071.86,0,29102,206,58946,1306250,AGRICULTURE - SHORT TERM,0,FARMER,0,0,0,B,565,0,200000,INDIVIDUAL- MALE,2876,200000,CC,918650,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,0,0,1215331,STD,0,245000,1,200000,0,0,STD,0,0,0
CC-AGRICULTURE ACTIVITIES,39,0,RURAL,0,DATA / VALUE NOT PROVIDED,DENA KIASN CRESDIT CARD– PAIS,0,59110,283,0,COTTON,0,GANDHINAGAR,7,0,DATA / VALUE NOT PROVIDED,59110,0,5512,194,3690,0,AGRICULTURE - SHORT TERM,59110,DATA / VALUE NOT PROVIDED,0,0,0,B,8866,1,50000,INDIVIDUAL- FEMALE,0,50000,CC,53800,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,8867,0,0,SUB,0,50000,2,50000,0,0,SUB,0,1,0
TL - TO SSI,47.3604653021062,920755,URBAN,4389951,OBC,ANY OTHER,11451111,11451111,819,0,POWER LOOMS,2741.8165798845084,KOLHAPUR,13.1,0,HINDU,11451111,0,0,286,0,8000000,SERVICES - MICRO ENTERPRISES-NPS,0,MANUFACTURER,0,0,0,C,11451111,1,12483000,JOINT FAMILIES / HUF,0,12483000,TL,0,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,0,0,18200000,DB3,0,12483000,5,12483000,0,0,DB3,10200000,1,4415000
DL - TO AGRICULTURE,43,0,SEMI-URBAN,0,CASTE NOT DECLARED,LOAN AGAINST BANK DEPOSITS,862077,862077,426,0,SUGARCANE,2741.8165798845084,SURAT,9.728205136408748,10,HINDU,949365,0,0,471,0,1052443,AGRICULTURE - SHORT TERM,0,SALARIED OTHERS (WAGE AND SALARY EARNER),0,0,0,C,2155,0,850000,INDIVIDUAL- MALE,0,857198.7,DL,0,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,-1,0,0,955678,STD,0,937000,1,850000,952443,0,STD,0,0,0
TL - - RETAIL SCHEMES,46,0,URBAN,77983,CASTE NOT DECLARED,DENA NIVAS,200508,200508,183,0,PURCHASE OF HOUSE/ FLAT/ APARTMENT ETC,2741.8165798845084,KOLHAPUR,10.95,0,HINDU,200508,0,0,387,0,400000,HOUSING - PS,0,SALARIED PUBLIC LIMITED COMPANY,0,0,0,C,50127,1,250000,INDIVIDUAL- MALE,0,250000,TL,0,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,0,0,400000,DB1,0,250000,3,250000,0,0,DB1,0,1,0
CC-AGRICULTURE ACTIVITIES,41,0,RURAL,0,DATA / VALUE NOT PROVIDED,DENA KIASN CRESDIT CARD– PAIS,170000,190779,283,0,COTTON,0,GANDHINAGAR,7,0,DATA / VALUE NOT PROVIDED,190779,0,0,194,21616,170000,AGRICULTURE - SHORT TERM,20779,DATA / VALUE NOT PROVIDED,0,0,0,B,47695,1,170000,INDIVIDUAL- MALE,961,170000,CC,0,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,20779,0,170000,DB1,0,170000,3,170000,0,0,DB1,0,1,0
TL - TO SSI,47.3604653021062,22842,URBAN,328859.48,DATA / VALUE NOT PROVIDED,COLLATERAL FREE LOANS UNDER SSI,1542641,1542641,226,0,POWER LOOMS,2741.8165798845084,KOLHAPUR,13.3,0,DATA / VALUE NOT PROVIDED,2042259,0,0,287,0,2734537,MANUFACTURING - MICRO ENTERPRISES,0,DATA / VALUE NOT PROVIDED,0,0,0,C,1542641,1,1500000,PROPRIETORSHIP,0,1500000,TL,0,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,0,0,2065560,DB3,0,2000000,5,1500000,0,0,DB3,0,1,2004000
CC-AGRICULTURE ACTIVITIES,65,0,RURAL,0,GENERAL,KISAN CREDIT CARD,298639,298638.96,283,0,COTTON,0,MORBI,7,0,HINDU,298638.96,0,19547,194,0,800000,AGRICULTURE - SHORT TERM,0,DATA / VALUE NOT PROVIDED,0,0,0,B,747,0,299000,INDIVIDUAL- MALE,306500,299000,CC,0,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,0,0,800000,STD,0,299000,1,285000,0,0,STD,0,0,0
TL - - RETAIL SCHEMES,42,0,URBAN,58475.24,CASTE NOT DECLARED,DENA NIVAS,74008,74008,183,0,PURCHASE OF HOUSE/ FLAT/ APARTMENT ETC,2741.8165798845084,KOLHAPUR,10.95,0,HINDU,74008,0,0,387,0,300000,HOUSING - PS,0,OTHERS,0,0,0,C,18502,1,200000,INDIVIDUAL- MALE,0,200000,TL,0,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,0,0,300000,DB1,0,200000,3,200000,0,0,DB1,0,1,0
CC-AGRICULTURE ACTIVITIES,39,0,RURAL,0,DATA / VALUE NOT PROVIDED,DENA KIASN CRESDIT CARD– PAIS,0,53598,283,0,COTTON,0,GANDHINAGAR,7,0,DATA / VALUE NOT PROVIDED,53598,0,0,194,3690,0,AGRICULTURE - SHORT TERM,53598,DATA / VALUE NOT PROVIDED,0,0,0,B,23598,1,50000,INDIVIDUAL- MALE,0,50000,CC,53800,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,53598,0,0,DB2,0,50000,4,50000,0,0,DB2,0,1,0
CC-AGRICULTURE ACTIVITIES,55,0,SEMI-URBAN,0,DATA / VALUE NOT PROVIDED,KISAN CREDIT CARD,1265,1265,283,0,SUGARCANE,0,LATUR,7,0,HINDU,2305,0,0,194,0,31500,AGRICULTURE - SHORT TERM,0,OTHERS,0,0,0,B,1265,1,21500,INDIVIDUAL- MALE,0,0,CC,30752,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,14222,0,15915,127038,DB3,0,51500,5,21500,0,0,DB3,100000,1,0
CC-RETAIL,55,0,SEMI-URBAN,0,GENERAL,TRADE FINANCE SCHEME,1583934,1583933.72,779,0,GENERAL MERCHANT,0,KHEDA,13.3,0,HINDU,2023081.72,0,31092,191,26619,3622197,SERVICES - MICRO ENTERPRISES,0,BUSINESSMAN / TRADER,0,0,0,B,3960,0,1800000,INDIVIDUAL- MALE,6325850,1800000,CC,6591285,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,0,0,12858194,STD,900000,2384000,1,900000,0,0,STD,12800950,0,0
TL - - RETAIL SCHEMES,31,11552,URBAN,11795,CASTE NOT DECLARED,VIDYA LAXMI,19079,19079,856,0,EDU LOAN FOR ENGINEERING,2741.8165798845084,KOLHAPUR,13.55,0,HINDU,19079,0,0,393,0,37674386.13940598,EDUCATION,19079,OTHERS,0,0,0,C,19079,1,21600,INDIVIDUAL- MALE,0,21600,TL,0,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,19079,0,25000,LOS,0,21600,6,21600,0,0,LOS,25000,1,0
CC-AGRICULTURE ACTIVITIES,53,0,RURAL,0,GENERAL,KISAN CREDIT CARD,639200,639200,283,0,POTATO,0,SABAR KANTHA,10,0,HINDU,639200,0,132782,194,85429,2075000,AGRICULTURE - SHORT TERM,0,OTHERS,0,0,0,B,1598,0,825000,INDIVIDUAL- MALE,1266435,682000,CC,1296867,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,0,0,2075000,STD,0,825000,1,300000,0,0,STD,0,0,0
TL - TO AGRICULTURE,55,32445,SEMI-URBAN,38393,DATA / VALUE NOT PROVIDED,ANY OTHER,81568,81568,731,0,LIFT IRRIGATION SCHEME,2741.8165798845084,LATUR,13.5,0,HINDU,81568,0,0,309,0,75000,AGRICULTURE - LONG TERM,0,OTHERS,0,0,0,C,81568,1,120000,INDIVIDUAL- MALE,0,120000,TL,0,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,0,0,325000,DB3,0,120000,5,120000,0,0,DB3,250000,1,0
CC-AGRICULTURE ACTIVITIES,47,0,SEMI-URBAN,0,OBC,KISAN CREDIT CARD,105667,105667,283,0,COTTON,0,NANDED,7,0,HINDU,110645.5,0,14941,194,4985,758000,AGRICULTURE - SHORT TERM,0,FARMER,0,0,0,B,264,0,100000,INDIVIDUAL- FEMALE,0,88000,CC,79999,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,0,0,723894,STD,0,180000,1,100000,0,0,STD,0,0,0
TL - TO SSI,47.3604653021062,0,URBAN,248294,DATA / VALUE NOT PROVIDED,ANY OTHER,5095568,5095567,226,0,OTHER TEXTILES PRODUCTS,2741.8165798845084,KOLHAPUR,13.25,0,DATA / VALUE NOT PROVIDED,5095567,0,0,287,0,5115000,MANUFACTURING - MICRO ENTERPRISES,0,DATA / VALUE NOT PROVIDED,0,0,0,C,2038227,1,6330000,PROPRIETORSHIP,0,6330000,TL,0,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,0,0,11115000,DB2,0,6330000,4,6330000,0,0,DB2,6000000,1,6330000
CC - OPS,25,0,RURAL,0,ST,ANY OTHER,24187,24186.5,755,0,GENERAL MERCHANT,0,GANDHINAGAR,9.9,0,HINDU,30429.5,0,681,216,574,65000,SERVICES - MICRO ENTERPRISES,0,DATA / VALUE NOT PROVIDED,0,0,0,B,60,0,90000,INDIVIDUAL- FEMALE,6000,55000,CC,6000,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,0,0,51664,STD,25000,100000,1,90000,0,0,STD,0,0,0
TL - TO AGRICULTURE,47.3604653021062,163201,SEMI-URBAN,163201,DATA / VALUE NOT PROVIDED,ANY OTHER,322521,322521,838,0,OTHER PLANTATION/ ORCHARD OR OTHER CULTIVATION,2741.8165798845084,LATUR,14.5,0,HINDU,479467,0,0,339,0,450000,AGRICULTURE - SHORT TERM,0,OTHERS,0,0,0,C,322521,1,238980,INDIVIDUAL- MALE,0,238980,TL,0,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,0,0,672666,DB3,0,367790,5,238980,0,0,DB3,350000,1,0
CC-AGRICULTURE ACTIVITIES,42,0,RURAL,0,DATA / VALUE NOT PROVIDED,KISAN CREDIT CARD,142394,142394,283,0,BANANA,0,VADODARA,7,0,HINDU,142394,0,21132,194,4878,1100000,AGRICULTURE - SHORT TERM,0,FARMER,0,0,0,B,356,0,143000,INDIVIDUAL- MALE,448768,143000,CC,159770,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,0,0,1100000,STD,0,143000,1,143000,0,0,STD,0,0,0
TL - TO SSI,47.3604653021062,0,URBAN,363389,DATA / VALUE NOT PROVIDED,DATA / VALUE NOT PROVIDED,1485384,1485384,226,0,"COTTON SPINNING, WEAVING UNITS",2741.8165798845084,KOLHAPUR,12.9,0,DATA / VALUE NOT PROVIDED,1485384,0,0,287,0,5400000,MANUFACTURING - MEDIUM ENTERPRISES PS,0,DATA / VALUE NOT PROVIDED,0,0,0,C,7426,0,3927000,PROPRIETORSHIP,0,3927000,TL,0,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,0,0,20020000,STD,0,3927000,1,3927000,0,0,STD,14620000,0,60000000
CC-AGRICULTURE ACTIVITIES,38,0,RURAL,0,GENERAL,KISAN CREDIT CARD,300000,302079.5,283,0,COTTON,0,GANDHINAGAR,7,0,HINDU,302079.5,0,36689,194,0,300000,AGRICULTURE - SHORT TERM,2080,DATA / VALUE NOT PROVIDED,0,0,0,B,755,0,300000,INDIVIDUAL- MALE,341624,300000,CC,6118,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,5,0,300000,STD,0,300000,1,300000,0,0,STD,0,0,0
TL - TO AGRICULTURE,25,0,RURAL,0,DATA / VALUE NOT PROVIDED,HORTICULTURE DEVELOPMENT PROG.,2093955,2093955,471,0,OTHER PLANTATION/ ORCHARD OR OTHER CULTIVATION,2741.8165798845084,SOLAPUR,9.728205136408748,0,DATA / VALUE NOT PROVIDED,2093955,0,0,315,0,3000000,AGRICULTURE - LONG TERM,0,OTHERS,0,0,0,C,5235,0,2200000,INDIVIDUAL- MALE,0,2200000,TL,0,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,-1,0,0,6500000,STD,0,2200000,1,2200000,0,0,STD,3500000,0,0
CC-AGRICULTURE ACTIVITIES,57,0,SEMI-URBAN,0,OBC,KISAN CREDIT CARD,265266,265265.67,283,0,GROUNDNUT,0,JUNAGADH,7,0,HINDU,265265.67,0,34736,194,20826,300000,AGRICULTURE - SHORT TERM,0,FARMER,0,0,0,B,663,0,350000,INDIVIDUAL- MALE,543300,350000,CC,278200,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,102458.8109805402,0,0,900000,STD,0,350000,1,130000,0,0,STD,600000,0,0
CC-AGRICULTURE ACTIVITIES,76,0,RURAL,0,DATA / VALUE NOT PROVIDED,KISAN CREDIT CARD,98236,98236,198,0,SUGARCANE,0,KOLHAPUR,9.7,0,DATA / VALUE NOT PROVIDED,98236,0,11360,206,12950,300000,AGRICULTURE - SHORT TERM,0,DATA / VALUE NOT PROVIDED,0,0,0,B,246,0,100000,INDIVIDUAL- MALE,216888,100000,CC,109196,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,0,0,300000,STD,0,100000,1,100000,0,0,STD,0,0,0
CC-AGRICULTURE ACTIVITIES,50,0,RURAL,0,CASTE NOT DECLARED,KISAN CREDIT CARD,722039,722038.6,283,0,COTTON,0,SABAR KANTHA,7,0,HINDU,722038.6,0,107447,194,137376,1300000,AGRICULTURE - SHORT TERM,0,OTHERS,0,0,0,B,1805,0,800000,INDIVIDUAL- MALE,1422412,727000,CC,2053580,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,0,0,1300000,STD,0,800000,1,800000,0,0,STD,0,0,0
TL - TO AGRICULTURE,35,0,RURAL,229,CASTE NOT DECLARED,ANY OTHER,95130,95130,731,0,DRIP SETS,2741.8165798845084,SOLAPUR,10.5,0,OTHERS,326661.62,0,0,309,0,600000,AGRICULTURE - LONG TERM,0,DATA / VALUE NOT PROVIDED,0,0,0,C,238,0,150000,INDIVIDUAL- MALE,0,150000,TL,0,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,0,0,174731,STD,0,375000,1,150000,0,0,STD,0,0,0
CC-AGRICULTURE ACTIVITIES,54,0,RURAL,0,GENERAL,KISAN CREDIT CARD,281516,281516,283,0,PADDY,0,KHEDA,7,0,HINDU,281516,0,38937,194,69730,950000,AGRICULTURE - SHORT TERM,0,FARMER,0,0,0,B,704,0,300000,INDIVIDUAL- MALE,610881,290000,CC,1094921,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,0,0,1900000,STD,0,300000,1,300000,0,0,STD,950000,0,0
TL - - RETAIL SCHEMES,21,0,RURAL,0,DATA / VALUE NOT PROVIDED,VIDYA LAXMI,0,215076,856,0,EDU LOAN FOR ENGINEERING,2741.8165798845084,KOLHAPUR,10.95,0,DATA / VALUE NOT PROVIDED,215076,0,0,393,0,37674386.13940598,EDUCATION,215076,DATA / VALUE NOT PROVIDED,0,0,0,C,860,0,285000,INDIVIDUAL- MALE,0,285000,TL,0,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,-1,860,0,0,STD,0,285000,1,285000,254566.47300702962,8444.205467885426,STD,2035593.8648014432,0,0
TL - TO AGRICULTURE,56,0,SEMI-URBAN,0,DATA / VALUE NOT PROVIDED,DENA VEHICLE LOAN,350000,350000,618,0,OTH DIRECT AGRI FIN,2741.8165798845084,GANDHINAGAR,9.05,0,HINDU,350000,0,0,304,0,750000,AGRICULTURE - LONG TERM,0,FARMER,0,0,0,C,875,0,500000,INDIVIDUAL- MALE,0,500000,TL,0,"{""member0"":""2018-06-30T00:00:00Z"",""member1"":null}",0,0,0,0,750000,STD,0,500000,1,500000,0,0,STD,0,0,0
